accuracy,block,correct_response,count_logger,fname,response_response,response_time_response,session_number,subject_nr
0,pretest_discrimination,0,0,iyu_step_2-step_4.wav,a,2705,S3,1003
50,pretest_discrimination,1,1,iyu_step_7-step_7.wav,a,475,S3,1003
66.66666667,pretest_discrimination,1,2,iyu_step_5-step_7.wav,g,400,S3,1003
50,pretest_discrimination,0,3,iyu_step_7-step_5.wav,a,596,S3,1003
60,pretest_discrimination,1,4,iyu_step_4-step_6.wav,g,475,S3,1003
66.66666667,pretest_discrimination,1,5,iyu_step_3-step_3.wav,a,682,S3,1003
71.42857143,pretest_discrimination,1,6,iyu_step_1-step_1.wav,a,277,S3,1003
62.5,pretest_discrimination,0,7,iyu_step_5-step_5.wav,g,344,S3,1003
55.55555556,pretest_discrimination,0,8,iyu_step_5-step_5.wav,g,169,S3,1003
60,pretest_discrimination,1,9,iyu_step_3-step_3.wav,a,97,S3,1003
54.54545455,pretest_discrimination,0,10,iyu_step_6-step_6.wav,g,169,S3,1003
50,pretest_discrimination,0,11,iyu_step_1-step_1.wav,g,286,S3,1003
46.15384615,pretest_discrimination,0,12,iyu_step_3-step_3.wav,g,257,S3,1003
42.85714286,pretest_discrimination,0,13,iyu_step_6-step_6.wav,g,577,S3,1003
40,pretest_discrimination,0,14,iyu_step_2-step_4.wav,a,353,S3,1003
43.75,pretest_discrimination,1,15,iyu_step_1-step_1.wav,a,392,S3,1003
47.05882353,pretest_discrimination,1,16,iyu_step_7-step_5.wav,g,430,S3,1003
44.44444444,pretest_discrimination,0,17,iyu_step_3-step_1.wav,a,632,S3,1003
47.36842105,pretest_discrimination,1,18,iyu_step_7-step_5.wav,g,368,S3,1003
50,pretest_discrimination,1,19,iyu_step_5-step_3.wav,g,290,S3,1003
47.61904762,pretest_discrimination,0,20,iyu_step_6-step_6.wav,g,211,S3,1003
50,pretest_discrimination,1,21,iyu_step_6-step_4.wav,g,230,S3,1003
52.17391304,pretest_discrimination,1,22,iyu_step_4-step_2.wav,g,242,S3,1003
54.16666667,pretest_discrimination,1,23,iyu_step_1-step_3.wav,g,183,S3,1003
56,pretest_discrimination,1,24,iyu_step_1-step_3.wav,g,232,S3,1003
57.69230769,pretest_discrimination,1,25,iyu_step_4-step_6.wav,g,151,S3,1003
59.25925926,pretest_discrimination,1,26,iyu_step_5-step_5.wav,a,430,S3,1003
60.71428571,pretest_discrimination,1,27,iyu_step_4-step_4.wav,a,181,S3,1003
62.06896552,pretest_discrimination,1,28,iyu_step_2-step_4.wav,g,1091,S3,1003
60,pretest_discrimination,0,29,iyu_step_3-step_1.wav,a,232,S3,1003
58.06451613,pretest_discrimination,0,30,iyu_step_5-step_5.wav,g,432,S3,1003
56.25,pretest_discrimination,0,31,iyu_step_7-step_7.wav,g,115,S3,1003
57.57575758,pretest_discrimination,1,32,iyu_step_5-step_5.wav,a,163,S3,1003
58.82352941,pretest_discrimination,1,33,iyu_step_7-step_5.wav,g,392,S3,1003
57.14285714,pretest_discrimination,0,34,iyu_step_1-step_3.wav,a,104,S3,1003
58.33333333,pretest_discrimination,1,35,iyu_step_4-step_4.wav,a,160,S3,1003
56.75675676,pretest_discrimination,0,36,iyu_step_7-step_7.wav,g,91,S3,1003
